Set 1:
-1.58,-3.09,-0.78,1.87,-0.89
4.12,1.85,-0.95,9.22,4.00
-3.11,4.23,3.61,1.30,3.24
-0.35,-2.16,-5.89,-1.37,-0.75
-3.08,5.56,11.66,-1.22,1.41

Set 2:
-0.20,0.26,4.18,-1.92,0.69
0.59,3.96,2.09,0.24,0.43
3.22,0.35,1.27,2.87,-2.71
-1.12,5.27,0.09,-4.64,-0.72
-7.04,-5.35,0.54,-3.61,1.48

Set 3:
5.11,2.56,-2.94,-0.60,-3.71
0.37,3.58,0.62,-4.57,-4.73
-4.16,6.81,0.57,-4.07,3.75
-1.34,-2.01,-2.38,-3.86,1.25
-4.62,0.29,0.74,-4.46,-0.58

Set 4:
5.40,-1.09,-3.67,5.31,-0.21
-3.08,3.64,5.56,3.20,-5.34
1.76,4.68,5.47,4.35,2.19
-5.24,-1.37,-2.10,3.65,-2.38
-4.49,-3.37,3.57,0.14,2.99

Set 5:
-5.39,0.12,1.07,-7.91,0.53
1.23,0.99,-1.41,-0.50,-1.85
-6.99,-0.54,-6.23,-3.55,2.17
2.81,-4.24,-1.32,4.26,-0.24
2.50,-5.13,-0.01,-10.62,-1.15

Set 6:
-5.74,-1.18,-1.48,-4.15,-3.28
6.01,3.89,-6.74,2.03,-0.36
-2.27,-2.63,-4.91,-1.80,3.70
-1.81,-2.66,-6.17,-0.46,0.09
-1.70,2.12,-0.06,-2.26,-6.79

