Set 1:
1.46,2.07,2.24,-0.83,-2.79
4.81,-2.59,3.60,2.56,-0.26
2.51,-3.31,-3.40,0.21,-7.08
1.50,-3.71,0.88,0.45,0.91
-4.17,-3.71,-0.93,-3.54,0.66

Set 2:
-3.57,3.47,2.83,-1.41,-0.05
2.50,1.06,-1.72,0.17,-1.47
1.22,0.68,3.05,0.71,-7.32
2.19,-0.89,-1.22,-0.77,0.15
-5.86,2.07,1.91,0.60,-1.41

Set 3:
2.89,3.74,1.65,-3.99,2.73
1.59,-2.73,7.80,-4.75,-2.62
-2.67,-0.52,-2.44,2.34,-1.17
1.56,-0.76,-1.77,3.14,0.35
-2.33,2.37,-6.50,2.45,1.77

Set 4:
1.30,-0.10,2.94,-1.91,0.42
4.79,0.15,-2.93,-1.91,0.30
3.84,0.23,-4.06,-0.80,-1.96
2.52,-4.75,1.69,-4.46,5.39
0.48,3.76,-3.58,-2.52,2.72

Set 5:
-1.35,1.45,-1.21,2.66,-5.60
2.76,5.66,1.12,-3.32,2.45
-3.59,-2.49,-2.16,2.75,1.01
-3.15,-1.10,0.74,-0.59,-4.29
-0.32,2.41,-2.07,3.59,1.11

Set 6:
-4.60,-0.58,2.11,-0.29,-0.21
5.45,0.78,0.10,2.02,-1.71
0.53,-5.05,-0.06,3.06,-0.94
1.45,-4.28,-1.10,-3.08,0.58
4.29,-4.76,-1.08,-0.20,1.72

