Set 1:
-0.39,-0.88,0.37,-0.17,-0.60
0.22,-0.70,0.09,0.67,-0.94
0.20,-0.21,-0.26,-0.25,-0.79
-0.92,-0.52,-0.01,0.84,1.01
0.89,0.59,0.86,0.14,-0.70

Set 2:
0.23,-0.87,1.44,-0.65,1.26
0.49,0.50,-0.39,0.79,0.82
0.38,-1.42,-0.90,0.07,0.76
-0.19,-1.24,-0.79,0.12,0.88
0.38,0.02,-0.81,0.97,-0.33

Set 3:
-0.17,0.15,0.90,0.31,0.02
-0.74,0.45,0.99,-0.58,-0.69
-0.34,-0.61,-0.36,0.30,0.10
0.02,1.10,-1.40,0.21,0.76
0.10,-0.95,0.36,-0.70,0.16

Set 4:
0.76,-0.28,0.14,0.47,-0.93
-1.08,-0.87,-0.46,0.23,-0.12
0.44,-0.72,-0.43,-0.41,-0.07
0.23,0.76,-0.97,0.42,-1.06
-0.08,-0.75,0.20,0.14,0.53

Set 5:
0.94,-0.17,-0.56,0.50,0.55
0.99,-0.40,0.49,0.65,-0.64
-1.26,-0.20,0.07,0.60,0.73
-0.89,0.44,0.93,1.04,0.68
-0.87,-0.17,-0.43,0.28,-0.27

Set 6:
-0.64,-0.87,1.26,0.45,-0.92
-0.55,-0.03,-0.50,-0.32,-0.52
-0.16,-0.71,0.91,-0.26,0.39
0.06,-1.25,-0.21,0.69,-0.96
0.21,0.73,0.46,-0.66,-0.85

