Set 1:
0.54,-1.73,0.12,-1.29,-4.67
4.85,-2.74,2.30,2.84,-1.16
1.57,-2.53,-0.57,-0.39,-2.01
0.86,-2.04,0.93,1.04,0.50
-0.11,-5.12,2.74,-2.62,0.74

Set 2:
-3.17,3.80,6.63,-2.19,0.09
3.84,1.06,-0.30,-0.50,-3.08
0.07,2.72,0.92,0.79,-6.84
1.06,-1.87,-3.14,0.26,0.41
-7.20,3.92,3.67,3.48,-2.13

Set 3:
2.60,3.80,2.73,-2.82,1.60
2.20,-2.24,5.67,-5.34,-2.70
-3.32,0.09,-1.10,1.97,-0.53
2.72,-0.16,0.20,5.47,0.72
-1.77,1.90,-4.21,0.89,2.14

Set 4:
-0.57,1.00,1.03,-0.27,0.24
4.37,0.15,-2.77,-2.71,-0.48
1.66,0.23,-2.27,-0.78,-2.21
-0.33,-5.06,2.18,-1.32,5.00
1.74,2.83,1.44,-2.06,3.02

Set 5:
-0.84,7.00,-0.83,-1.17,-4.95
2.92,4.34,1.71,-2.09,0.11
-2.35,-0.08,-1.77,2.67,1.57
-2.61,-1.46,-1.25,-0.89,1.13
-0.44,3.98,-2.45,2.23,2.84

Set 6:
-5.28,-1.17,1.20,-3.60,-0.47
5.45,4.41,0.65,1.54,-1.02
2.18,-5.10,-2.64,4.45,-2.11
2.92,-4.72,-1.71,-2.97,0.26
4.63,-4.46,-0.84,-0.37,1.80

