Set 1:
-0.13,0.81,-0.61,0.04,0.86
-0.27,-0.96,-0.91,-0.42,-0.58
0.45,0.29,0.43,0.62,-0.33
0.54,-0.24,0.29,-0.04,0.95
-0.75,-0.84,-0.43,0.95,-0.56

Set 2:
-0.26,1.26,0.45,-0.91,0.12
-0.71,0.83,-1.09,0.17,0.61
0.19,-0.14,-0.14,0.75,0.75
0.81,0.85,-0.29,0.29,0.35
-0.13,1.45,0.11,-1.21,-0.63

Set 3:
0.75,0.15,-0.62,-0.49,-0.50
-0.09,-0.41,-0.09,0.05,0.98
0.17,-0.40,-0.43,0.58,0.80
-0.71,-0.73,-0.46,0.95,-0.55
-0.64,0.01,-0.64,-0.11,0.75

Set 4:
-0.15,-0.92,-0.73,-0.01,0.23
-0.27,0.23,-1.34,-0.26,0.67
0.02,-0.13,-0.85,-0.06,-0.31
-0.80,-0.82,0.38,-0.11,0.28
0.49,0.39,-0.34,-0.37,0.07

Set 5:
0.10,-0.32,-0.82,0.07,0.89
0.57,0.90,-0.46,0.45,-0.55
0.10,-0.79,0.28,0.58,0.08
-0.99,0.50,-0.80,0.61,0.71
-0.68,-0.77,0.89,0.70,-0.22

Set 6:
0.41,0.70,-0.62,-1.00,-0.35
0.37,0.82,0.51,-0.31,-0.10
1.14,-0.72,-0.39,0.19,-0.39
-0.16,-0.30,0.45,-0.89,0.74
0.58,-1.02,-0.74,0.29,-0.31

