Set 1:
2.91,-1.08,1.11,-0.12,-3.10
4.20,-1.01,-3.79,7.11,3.48
-6.36,-1.20,-1.16,0.09,0.15
-0.81,-4.50,-8.93,-0.13,-1.04
-4.08,6.28,11.73,-1.72,-3.45

Set 2:
0.59,-0.34,5.02,-4.47,-1.96
2.20,3.50,2.35,0.61,1.01
0.22,0.29,-2.03,2.81,-7.40
-0.02,6.37,-0.71,-4.05,-3.12
-1.65,-0.43,0.45,0.60,0.97

Set 3:
1.21,0.32,-1.04,-1.19,-5.31
0.87,5.24,2.20,-2.05,-5.64
-3.07,2.06,1.66,-3.60,2.59
-0.61,-2.92,-0.70,-3.84,-0.51
-3.82,-0.28,-0.67,-5.00,-0.15

Set 4:
5.36,1.72,-7.37,4.40,-1.32
0.01,4.36,5.33,4.91,-4.15
4.24,5.63,4.61,5.24,4.66
-5.71,-1.88,-3.12,0.85,-0.51
-1.08,-2.87,2.38,2.08,2.33

Set 5:
-3.09,-0.07,0.97,-7.18,3.56
5.50,1.83,-1.87,-0.36,-1.07
-7.36,0.81,-6.08,-0.74,7.86
2.06,-5.39,-7.34,-9.78,-0.43
0.45,-3.90,2.45,-8.38,-0.22

Set 6:
0.29,-1.94,-4.01,-4.28,-1.64
5.44,5.42,-8.00,3.36,-0.36
-0.69,-2.81,-5.26,-3.85,2.95
5.10,0.18,-5.21,-1.23,1.56
-1.51,-3.80,0.95,-2.40,-6.97

