Set 1:
0.72,-0.80,-0.19,1.05,0.74
-1.12,-0.32,-0.86,0.56,0.63
-0.69,-0.87,-0.81,0.55,0.32
-0.88,0.58,0.98,-0.80,-1.09
-0.14,0.52,0.04,-0.64,0.40

Set 2:
0.23,0.91,-0.26,-0.75,0.65
-0.07,0.30,0.54,0.82,0.69
-1.13,-0.08,-0.67,-0.78,-0.19
-0.50,0.42,-0.60,0.25,1.04
-0.61,0.35,1.05,-0.65,-1.11

Set 3:
-0.49,-0.59,-0.33,-0.63,-0.99
-0.03,-0.35,0.96,0.16,-0.20
0.87,-1.00,0.68,0.04,-0.87
-0.43,-0.43,0.35,-0.21,-0.44
0.33,0.55,0.09,-0.50,0.15

Set 4:
0.81,1.00,0.02,0.77,-1.03
0.98,-1.07,-0.49,-0.73,-0.09
-0.17,0.49,0.59,-0.72,0.06
0.61,0.82,-0.06,0.16,-0.79
-0.13,0.67,-0.06,0.11,0.50

Set 5:
-0.45,-0.34,-0.11,0.09,0.40
0.49,-0.79,-0.69,1.26,1.20
0.05,0.54,-0.15,0.59,0.42
0.78,-0.50,-0.66,0.89,-0.31
0.23,-1.09,-0.76,-0.75,-0.33

Set 6:
0.99,0.84,0.97,-0.50,-0.87
-0.70,-0.69,0.98,0.49,0.35
-0.04,-0.10,0.29,1.30,1.40
0.87,0.24,0.18,0.12,-0.79
-0.60,-0.52,0.43,-0.09,-0.85

