Set 1:
0.93,0.03,0.64,-0.63,-0.88
-0.65,0.14,-0.49,-0.44,-0.42
-0.82,-0.30,-0.06,0.37,0.93
-0.12,0.57,0.26,-0.15,0.58
-0.40,-0.76,0.62,0.33,0.97

Set 2:
0.39,0.51,-0.41,0.86,0.94
0.72,-0.42,-0.25,-0.56,-0.88
0.14,0.29,-0.95,-0.41,0.83
0.01,0.03,0.91,0.48,-0.64
-0.65,-0.22,0.55,0.01,0.75

Set 3:
0.63,-0.16,0.58,0.02,0.28
-0.60,-0.94,0.75,0.28,-0.41
-0.45,-0.48,0.82,0.61,-0.21
-0.47,-0.30,0.69,0.49,-0.52
-0.67,-0.28,-0.26,-0.77,-0.04

Set 4:
-0.03,-0.68,0.88,0.86,0.34
-0.83,0.51,-0.87,0.32,-0.46
-0.92,-0.12,0.42,-0.65,-0.73
0.59,0.62,-0.66,0.24,0.17
0.44,0.11,-0.72,-0.61,0.50

Set 5:
-0.41,0.24,0.87,0.56,0.72
-0.46,-0.81,0.67,0.89,-0.43
-0.83,0.79,0.37,-0.37,0.20
-0.79,-0.39,-0.28,0.16,0.48
-0.76,0.17,-0.27,0.89,-0.31

Set 6:
-0.56,0.13,-0.65,0.19,0.35
0.08,-0.53,-0.82,-0.85,-0.26
0.33,-0.84,0.02,-0.13,-0.72
0.85,-0.09,-0.35,-0.26,0.28
0.59,-0.10,-0.32,-0.19,-0.71

