Set 1:
0.65,-0.61,-0.61,-0.36,0.25
-0.81,-0.98,0.03,-0.05,-1.30
-0.42,0.64,-0.34,-0.44,-0.03
-0.92,-0.24,-0.69,1.31,0.95
0.89,0.76,-0.36,-0.45,-1.17

Set 2:
0.56,-0.79,0.14,-0.30,0.51
0.31,0.55,-0.87,-0.40,0.87
-0.97,-0.60,-0.53,0.71,-0.19
-1.30,-1.00,-0.37,0.07,0.00
-0.61,0.35,0.31,-0.96,-0.94

Set 3:
0.76,1.01,-0.53,-0.49,-0.53
-0.74,-0.44,0.81,-0.06,0.07
-0.75,-0.25,-0.03,1.01,0.69
-0.03,1.03,-0.95,-0.03,0.40
-0.64,-0.32,0.73,-0.24,0.43

Set 4:
-0.51,0.58,0.02,0.14,0.23
-0.96,-0.75,-0.22,0.23,0.38
0.10,-0.88,-0.94,0.27,-1.29
0.38,1.10,0.38,-0.85,-0.32
-0.70,-0.75,-0.19,0.15,0.45

Set 5:
0.81,-0.19,-0.66,0.95,0.60
0.90,-1.29,-0.69,1.31,-0.80
-0.97,-0.33,0.29,0.58,0.51
-1.10,0.56,-0.66,0.89,0.44
0.47,0.12,0.78,0.42,-0.22

Set 6:
-0.64,-0.80,0.97,0.45,0.03
0.75,-0.29,-0.38,0.92,-1.00
0.70,-0.44,0.91,0.29,0.66
-0.64,-0.70,-0.21,0.69,-0.79
-0.21,1.12,-0.34,-0.09,-0.64

