Set 1:
0.72,-0.61,0.29,-0.71,0.74
-0.76,-0.07,0.03,0.17,-0.46
-0.42,0.56,-0.82,-0.76,-0.03
-0.88,0.58,-0.31,-0.80,0.95
-0.14,0.52,-0.36,-0.45,-0.15

Set 2:
-0.97,0.91,0.14,-0.30,0.36
0.34,0.19,-0.66,-0.16,0.87
-0.91,-0.75,-0.78,0.71,-0.19
-1.00,0.75,0.05,0.09,-0.07
-0.61,0.35,0.31,0.78,-0.74

Set 3:
0.69,0.98,-0.37,-0.63,-0.99
0.91,-0.24,0.81,0.37,0.07
-0.75,-0.46,-0.47,0.90,0.78
0.00,-0.21,0.81,0.13,0.14
0.37,0.55,0.73,0.60,0.90

Set 4:
-0.53,0.58,0.02,0.04,-0.71
0.51,-0.67,0.02,0.50,0.38
0.10,-0.40,0.71,0.37,-0.81
0.38,0.82,0.13,-0.27,0.36
-0.70,-0.87,0.20,0.55,0.50

Set 5:
-0.25,-0.34,0.99,0.64,0.48
0.19,-0.79,-0.69,0.92,0.96
-0.15,0.54,-0.15,0.59,0.42
0.78,-0.11,-0.66,0.89,-0.31
0.01,0.17,0.40,0.62,0.44

Set 6:
-0.93,0.28,0.97,0.11,0.03
0.75,-0.69,0.44,0.92,-1.00
-0.04,-0.31,0.29,0.92,0.97
-0.48,-0.70,0.85,0.04,-0.79
-0.60,0.49,0.72,-0.09,-0.64

