Set 1:
0.98,0.28,-0.82,-0.15,0.73
-0.18,0.58,0.33,-0.56,0.46
-0.38,0.45,-0.64,-0.66,-0.60
0.71,0.48,-0.98,-0.82,0.39
0.84,-0.45,-0.34,0.00,0.68

Set 2:
-0.63,-0.44,0.37,-0.85,-0.50
-0.81,0.36,0.48,0.32,-0.58
-0.04,0.91,-0.17,-0.55,-0.79
0.58,-0.92,-0.64,0.20,-0.50
0.75,0.01,0.46,0.72,-0.78

Set 3:
0.35,0.68,-0.04,-0.88,0.94
0.05,-0.29,0.49,0.50,0.82
-0.58,0.63,0.77,-0.74,0.55
-0.97,0.96,-0.61,0.27,0.64
-0.33,-0.85,-0.33,0.26,-0.98

Set 4:
-0.46,0.77,0.66,0.19,0.99
-0.76,0.40,-0.12,-0.35,0.61
0.24,0.93,-0.24,-0.81,-0.73
0.65,-0.89,0.87,0.16,0.09
-0.97,-0.73,-0.17,0.85,-0.22

Set 5:
0.97,0.62,0.03,0.04,0.26
0.72,0.38,-0.23,-0.54,1.00
0.76,-0.17,0.37,0.32,-0.79
0.46,-0.36,0.20,0.25,-0.86
-0.71,0.94,-0.42,-0.09,-0.73

Set 6:
-0.46,0.30,-0.80,0.16,0.39
-0.44,-0.49,-0.38,-0.09,-0.02
0.02,-0.13,-0.21,-0.74,-0.20
0.91,-0.96,0.80,-0.53,0.50
-0.63,-0.38,0.55,-0.89,0.67

