Set 1:
0.00,-0.33,-0.42,0.95,-0.71
-0.30,0.48,0.43,0.71,-0.65
0.03,0.84,0.90,0.44,-0.46
-0.40,0.21,-0.64,-0.27,0.37
-0.44,-0.14,-0.28,-0.17,0.21

Set 2:
-0.22,-0.95,-0.06,0.32,-0.04
0.12,0.49,0.81,0.94,0.73
0.49,0.22,0.75,0.74,-0.82
0.18,0.36,0.17,-0.42,-0.10
0.35,0.80,0.56,0.43,0.00

Set 3:
0.37,0.05,-0.48,-0.06,0.73
-0.47,-0.64,-0.18,-0.33,-0.01
0.11,0.76,0.50,0.03,0.08
-0.77,0.49,-0.29,-0.81,-0.47
-0.65,0.07,0.13,-0.07,-0.10

Set 4:
0.92,0.33,-0.75,0.25,-0.74
-0.38,-0.94,0.24,0.75,0.54
0.00,1.00,0.70,0.92,0.79
0.93,-0.30,0.99,-0.71,-0.72
-0.84,-0.65,0.26,-0.57,-0.13

Set 5:
-0.15,-0.58,0.21,-0.11,0.34
-0.82,-0.43,-0.11,-0.20,0.41
0.38,-0.85,-0.43,0.75,0.63
-0.86,0.46,-0.56,-0.41,-0.54
-0.27,0.84,-0.08,0.24,-0.55

Set 6:
-0.81,-0.11,-0.75,0.91,-0.08
-0.58,0.04,-0.70,0.59,-0.48
-0.80,0.61,-0.12,-0.13,0.44
-0.54,-0.08,-0.19,-0.34,0.91
-0.79,-0.36,-0.77,0.10,-0.56

