Set 1:
1.56,-2.04,0.53,-0.99,-4.39
5.31,-2.00,3.43,1.01,-1.24
1.66,-0.80,-0.68,-0.75,-1.45
1.10,-5.08,1.43,-0.34,2.38
-3.52,-3.18,-0.98,-3.69,1.03

Set 2:
-3.27,4.69,6.06,-0.57,-0.02
4.89,0.56,-0.08,0.49,-2.70
0.86,0.79,1.37,0.74,-5.62
1.50,-2.33,-3.76,1.32,1.70
-5.87,2.33,3.59,0.95,-0.12

Set 3:
2.90,3.82,0.75,-4.02,3.02
1.97,-2.04,7.86,-3.83,-3.52
-2.02,-1.54,-1.67,2.59,-0.61
2.00,1.51,-0.52,3.81,1.06
-2.79,4.49,-6.42,0.56,3.94

Set 4:
2.21,0.31,0.72,0.32,-0.98
4.76,0.56,-1.34,-2.19,0.13
4.09,0.63,-3.41,-3.73,-4.26
3.28,-4.56,0.21,-1.38,4.97
1.84,2.38,-2.04,-1.42,0.97

Set 5:
-1.43,7.89,-1.35,-1.00,-4.55
3.22,4.21,0.87,-2.35,1.91
-2.73,-2.21,-2.37,1.43,-1.49
-3.09,-1.50,0.67,-0.63,1.87
0.32,3.64,-1.21,2.96,1.31

Set 6:
-2.24,-0.63,-0.88,-2.14,-0.10
5.23,1.05,0.30,0.61,-1.68
0.36,-3.38,1.22,3.99,-1.37
2.87,-1.40,-1.35,-2.65,1.45
4.12,-4.75,-1.25,-1.34,3.15

