Set 1:
-0.74,-0.35,-0.98,-0.07,-0.08,-0.08,0.19,-0.31,0.20
0.11,0.32,0.41,-0.21,-0.31,0.65,-0.95,0.77,0.16
-0.53,0.87,-0.18,0.66,-0.14,0.48,-0.71,-0.21,-0.33
0.27,-0.93,0.69,0.27,0.93,-0.90,0.56,0.33,0.02
0.02,-0.66,0.49,0.32,0.40,0.88,1.07,-0.69,-0.33
-0.52,-0.39,-0.24,0.44,0.89,0.81,0.65,0.45,-0.95
0.81,-0.79,0.69,-0.67,-0.14,-0.31,-0.47,-0.42,0.35
-0.75,0.34,-0.46,0.78,-0.31,0.67,-0.31,0.33,-0.54
-0.69,0.75,0.26,0.15,-0.70,0.79,-0.28,0.78,0.97

Set 2:
-0.01,-0.66,-0.89,0.46,0.07,0.91,0.53,-0.09,0.20
-0.05,0.73,-0.06,0.04,-0.02,-0.23,-0.09,0.53,-0.76
0.77,0.17,0.93,0.16,0.42,-0.35,-0.27,0.52,-0.66
0.54,0.32,0.64,0.68,0.32,0.09,0.09,-0.81,-0.21
-0.68,0.53,-0.08,0.73,0.92,0.56,-0.44,0.94,0.79
0.57,0.83,0.93,-0.50,-0.81,0.02,0.67,-0.12,-0.07
-0.54,0.33,0.64,-0.84,0.32,0.61,0.10,0.10,-0.75
0.27,-0.04,0.72,0.05,1.17,0.43,0.74,0.40,0.00
-0.56,0.68,-0.29,0.37,0.59,0.24,-0.51,-0.96,0.05

Set 3:
-0.70,0.06,-0.25,0.38,-0.40,0.89,-0.85,0.24,0.70
0.68,0.09,0.31,-0.42,0.93,-0.77,0.25,0.47,-0.44
-0.54,0.50,-0.69,-0.79,-0.52,0.23,-0.08,-0.84,-0.26
0.84,0.94,-0.84,0.90,-1.05,-1.03,0.74,-0.99,0.12
-0.73,-0.88,0.51,0.72,-0.02,0.96,-0.83,-0.51,-0.20
0.03,-0.72,0.93,0.84,0.84,0.12,-0.98,0.64,0.79
-0.53,0.76,0.00,0.69,0.34,-0.58,0.05,-0.41,-0.16
-0.91,0.63,0.06,-0.94,1.15,0.24,-0.05,0.18,0.41
-0.12,-0.48,-0.16,-0.65,-0.66,0.15,-0.63,-0.44,-0.37

Set 4:
0.50,0.76,-0.07,0.17,0.47,0.89,-0.22,-0.69,0.35
-0.65,-0.35,0.90,0.96,0.97,-0.61,-0.46,-0.67,0.72
-0.17,-0.75,-0.19,0.45,-0.91,-0.69,-0.74,-0.86,-0.63
-0.96,-0.69,0.67,0.94,-0.28,0.80,-0.77,0.65,-0.20
-0.38,0.53,0.52,-0.87,0.52,1.05,-0.83,-0.43,0.89
0.68,-0.55,0.65,-0.02,-0.72,0.73,-0.87,0.51,-0.48
-0.94,0.80,-0.45,-0.62,-0.67,-0.77,-0.06,0.39,-0.39
0.56,-0.79,-0.22,-0.32,0.41,-0.70,0.07,-0.33,0.53
-0.10,-0.75,0.84,-0.48,0.78,-0.34,0.01,1.01,-0.21

Set 5:
-0.56,-0.87,-0.17,0.36,0.05,0.99,-0.73,0.43,0.64
-0.94,-0.78,0.05,0.51,-0.39,-0.47,-1.06,0.28,-0.02
0.17,-0.19,0.81,-0.72,-0.27,0.16,-0.82,-0.82,-0.52
0.36,0.79,-0.03,0.68,-0.18,-0.46,-1.12,-0.50,0.66
0.03,0.25,0.24,0.84,-0.55,-0.87,0.15,0.80,-0.63
0.66,-0.82,-0.12,0.55,-0.05,-0.65,-0.82,-0.95,-0.39
-0.76,0.53,-0.56,-0.20,-0.25,-0.01,-0.08,-0.73,0.47
0.57,0.30,1.08,-0.32,-0.75,-0.73,-0.81,-0.62,0.06
0.55,-0.57,-0.90,-0.36,0.38,-0.65,-0.40,0.22,0.12

Set 6:
-0.02,0.92,-0.57,0.02,0.76,0.10,1.05,-0.26,-0.72
0.70,-0.76,-0.31,0.40,-0.22,0.05,0.29,-0.53,-0.19
0.54,0.24,0.75,1.02,0.11,-0.64,-0.94,-0.45,0.90
-1.11,-0.20,-0.19,-0.56,0.48,0.59,-0.89,0.50,0.99
-0.09,0.53,0.53,-0.83,0.68,0.02,-0.80,-0.62,-0.11
-0.80,-0.52,-0.15,-0.82,0.36,0.71,-0.83,0.34,-0.83
-0.31,-0.98,-0.55,0.34,-0.39,0.62,-0.31,-0.67,-0.29
0.91,-0.84,0.05,-0.62,0.26,0.25,-1.11,0.14,0.79
0.35,0.79,0.11,-0.62,0.21,-0.59,0.18,-0.21,-0.59

