Set 1:
0.23,0.61,-0.10,-0.40,0.30,-0.09,-0.66,0.69,-0.82
-0.65,-0.55,-0.30,0.35,-0.44,0.65,0.69,0.85,0.14
-0.26,-0.78,0.62,0.88,-0.06,-0.18,-0.63,-0.87,-0.81
0.31,-0.93,0.59,0.27,1.04,-0.90,0.42,0.33,0.13
-0.90,-0.21,0.71,-0.79,-0.72,-0.09,-0.02,-0.94,-0.85
0.58,0.37,0.86,-0.76,-0.48,-0.46,-0.39,0.11,-0.63
0.81,-0.79,0.59,-0.84,-0.27,-0.50,-0.34,-0.26,0.35
0.27,0.34,0.56,-0.78,0.77,0.85,-0.31,-0.95,-0.25
-0.19,-0.46,-0.81,-0.18,-0.91,-0.40,-0.43,0.56,-0.14

Set 2:
0.02,-0.66,-0.89,0.46,-0.01,0.81,0.46,0.10,0.20
-0.35,-0.63,-0.74,-0.01,0.95,0.25,0.30,0.11,0.97
0.59,0.17,0.93,0.16,0.30,-0.35,-0.20,0.55,-0.66
0.54,0.32,0.78,0.68,0.32,0.15,0.09,-0.81,-0.19
-0.68,0.53,-0.08,0.73,0.97,0.41,-0.28,0.94,0.79
-0.14,-0.57,-0.88,-0.10,-0.14,-0.46,0.26,0.20,0.47
0.30,0.25,-0.36,-0.86,-0.85,0.15,0.84,-0.26,-0.79
0.20,0.73,0.34,-0.36,-0.77,-0.94,-0.01,-0.54,-0.34
-0.27,0.01,-0.62,-0.94,0.51,-0.54,0.38,0.58,0.80

Set 3:
-0.70,0.06,-0.30,0.38,-0.40,0.89,-0.80,0.24,0.69
0.98,-0.17,0.06,-0.06,-0.63,0.62,0.94,0.10,-0.28
0.42,-0.57,0.75,-0.55,-0.66,-0.95,0.01,0.57,-0.42
0.18,-0.58,-0.78,-0.42,-0.26,-0.71,0.01,0.24,-0.94
0.77,-0.87,-0.74,0.72,-0.34,0.18,-0.28,-0.81,0.97
-0.59,0.06,-0.16,-0.55,-0.35,0.72,0.23,-0.36,-0.23
0.63,-0.82,-0.41,-0.62,-0.58,0.95,0.83,-0.44,-0.52
0.63,-0.62,1.00,-0.62,-0.99,0.26,-0.94,0.64,0.01
-0.39,0.08,-0.31,-0.16,-0.14,-0.50,-0.59,0.39,0.70

Set 4:
0.20,-0.93,-0.47,-0.75,0.25,0.42,-0.50,0.69,-0.52
-0.80,0.32,0.23,0.78,0.09,-0.13,-0.97,0.71,-0.66
-0.35,0.46,0.17,0.98,1.10,-0.07,0.50,-0.96,0.62
-0.93,-0.69,0.67,0.94,-0.12,0.70,-0.94,0.65,-0.20
0.86,0.29,0.13,-0.10,-0.11,0.06,-0.44,0.46,-0.63
0.57,-0.59,-0.79,0.03,-0.27,-0.71,-0.57,0.98,0.27
-0.67,-0.75,0.27,-0.87,0.68,0.11,0.13,0.59,-0.36
0.75,-0.81,-0.22,-0.32,0.41,-0.70,0.07,-0.20,0.53
0.89,0.30,0.77,-0.69,-0.13,0.11,0.17,-0.66,-0.13

Set 5:
-0.56,-0.87,-0.17,0.36,0.05,0.90,-0.72,0.56,0.72
-0.94,-0.78,0.23,0.51,-0.57,-0.60,-0.99,0.28,-0.02
0.17,-0.19,0.80,-0.86,-0.37,0.16,-0.82,-0.98,-0.52
0.29,0.79,0.02,0.68,-0.18,-0.46,-0.95,-0.50,0.71
0.03,0.25,0.24,0.92,-0.55,-0.79,0.15,0.94,-0.68
-0.35,1.07,-0.70,-0.96,0.30,0.08,0.12,0.70,-0.57
-0.76,0.52,-0.56,-0.54,-0.25,-0.01,0.01,-0.87,0.47
-0.03,-0.03,0.32,-0.07,0.38,0.13,-0.54,0.11,-0.40
0.58,-0.57,-0.92,-0.36,0.32,-0.65,-0.40,0.22,-0.06

Set 6:
-0.47,0.53,0.10,0.60,0.59,0.96,0.50,0.76,0.24
0.70,-0.76,-0.46,0.40,-0.26,0.09,0.54,-0.53,-0.19
0.76,0.55,0.57,0.75,0.26,-0.30,-0.66,0.24,0.36
-0.99,-0.28,-0.36,-0.31,0.44,0.62,-0.89,0.50,0.89
0.90,0.77,0.39,-0.02,0.97,0.87,-0.34,-0.82,-0.68
-0.80,-0.54,-0.17,-0.79,0.36,0.71,-0.76,0.34,-0.99
-0.31,-0.97,-0.55,0.34,-0.39,0.82,-0.19,-0.67,-0.21
-0.09,0.71,-0.77,0.00,0.35,-0.38,-0.95,-1.10,0.66
0.16,0.79,0.11,-0.62,0.21,-0.52,0.14,-0.20,-0.41

