Set 1:
-0.74,-0.35,-0.98,-0.07,-0.08,-0.03,0.36,-0.31,0.20
0.11,0.44,0.34,-0.21,-0.49,0.65,-0.95,0.69,0.17
-0.53,0.87,-0.18,0.66,-0.05,0.48,-0.80,-0.23,-0.21
0.48,-0.55,-0.41,-0.63,0.25,-0.96,-0.30,-0.74,0.10
0.02,-0.73,0.49,0.32,0.40,0.88,0.98,-0.69,-0.33
-0.52,-0.39,-0.26,0.44,0.89,0.81,0.65,0.45,-0.92
0.36,0.23,-0.18,0.43,0.79,-0.08,0.07,-0.75,-0.55
-0.74,0.35,-0.50,0.77,-0.31,0.67,-0.34,0.33,-0.54
-0.76,0.58,0.26,0.15,-0.69,0.87,-0.15,0.67,0.82

Set 2:
-0.08,-0.18,0.72,0.82,-0.23,0.73,-1.00,0.52,-0.40
-0.37,0.86,-0.06,0.04,-0.02,-0.23,-0.03,0.53,-0.83
0.59,0.81,-0.99,-0.50,-0.90,0.52,-0.79,0.88,0.65
-0.77,0.49,-0.19,0.93,0.21,0.29,-0.79,-0.22,0.65
-0.35,-0.92,-0.63,0.27,-0.75,-0.21,0.86,0.12,0.56
0.43,0.83,0.93,-0.50,-0.63,0.02,0.67,-0.01,-0.07
-0.35,0.33,0.64,-0.73,0.18,0.48,-0.03,0.10,-0.75
0.31,0.13,0.72,0.14,0.99,0.43,0.74,0.40,-0.16
-0.66,0.71,-0.29,0.28,0.59,0.24,-0.51,-1.03,0.05

Set 3:
-0.48,-0.47,-0.55,0.65,-0.57,-0.25,-0.77,0.49,-0.21
0.70,0.09,0.38,-0.42,1.04,-0.67,0.04,0.47,-0.25
-0.34,0.50,-0.66,-0.79,-0.52,0.19,-0.05,-0.99,-0.26
0.84,1.12,-0.84,0.92,-0.98,-0.86,0.47,-0.87,0.19
-0.73,-0.88,0.51,0.72,-0.02,0.78,-0.83,-0.66,-0.20
0.03,-0.66,0.93,0.84,0.97,0.12,-0.98,0.64,0.79
-0.70,0.94,0.03,0.69,0.34,-0.58,-0.01,-0.23,-0.14
-0.79,0.63,0.03,-0.81,1.00,0.24,-0.05,0.18,0.41
0.02,-0.48,-0.16,-0.65,-0.66,0.22,-0.69,-0.27,-0.37

Set 4:
0.50,0.78,-0.12,0.03,0.47,0.89,-0.22,-0.69,0.35
-0.80,-0.27,0.90,0.96,0.90,-0.67,-0.49,-0.67,0.72
-0.17,-0.60,-0.12,0.45,-0.91,-0.63,-0.72,-1.03,-0.63
0.90,-0.82,0.27,-0.09,-0.43,0.94,0.43,0.32,0.56
-0.38,0.53,0.62,-0.71,0.44,0.89,-0.83,-0.43,0.89
0.70,-0.69,0.65,-0.02,-0.75,0.60,-0.96,0.51,-0.54
-0.82,0.98,-0.45,-0.53,-0.67,-0.60,-0.06,0.39,-0.39
-0.48,0.65,0.48,-0.35,-0.11,-0.39,0.76,0.11,0.12
0.00,-0.70,0.84,-0.76,0.93,-0.34,0.03,0.85,-0.21

Set 5:
0.03,-0.96,-0.57,-0.43,0.93,0.81,0.20,-0.62,-0.15
0.23,-0.48,0.64,0.87,0.58,0.76,0.25,0.34,0.12
0.30,-0.41,-0.45,-0.42,0.81,0.99,-0.14,0.61,0.74
0.13,-0.38,-0.40,-0.74,0.91,-0.83,0.12,-0.68,-0.40
-0.14,-0.60,0.55,0.15,-0.05,0.95,-0.50,0.92,-0.46
0.66,-0.93,-0.12,0.64,-0.05,-0.65,-0.99,-0.95,-0.30
0.06,-0.91,-0.60,0.70,-0.92,0.65,-0.95,-0.02,-0.43
0.57,0.30,0.97,-0.32,-0.75,-0.68,-0.81,-0.62,0.06
-0.33,0.00,-0.06,1.00,0.76,0.64,-0.24,0.27,0.90

Set 6:
0.12,0.92,-0.73,0.02,0.84,0.10,1.03,-0.26,-0.72
-0.57,-0.75,-0.40,0.54,-0.26,0.98,0.83,0.83,-0.03
0.49,0.25,0.75,0.90,0.11,-0.64,-0.97,-0.45,0.90
-0.90,-0.15,0.28,0.19,0.01,-0.25,-0.65,0.04,0.83
-0.09,0.53,0.53,-0.67,0.64,0.02,-0.80,-0.77,-0.12
0.70,-0.59,0.14,-0.41,-0.28,-0.51,-0.55,0.97,-0.17
-0.30,0.49,-0.61,0.70,-0.35,0.78,0.90,-0.13,-0.63
0.91,-0.84,0.05,-0.69,0.26,0.25,-0.95,0.34,0.53
0.38,0.86,-0.34,-0.52,0.86,-0.53,0.54,-0.69,-0.87

